ninis-deli-chicago,Joseph N.,"Holy shit! I mean, sorry for the language but damn, this place made my year. Let me set the stage:  super snowy day (8"" and counting today) and I decided it was the perfect day to look for a spot outside the hood. I ran a quick search for reasonably priced restaurants, sorted by top rated, and this spot came up number one, even though it's not easy to get to from Diversey and Sheffield.

I digress. I'm not sure I've been to a restaurant more deserving of a pristine rating than this place. After drudging my way through the snow to get here, I see it: a small building on the corner, pained pink with Nini's written on it. (Nice Cuban touch)

Upon entering, the interior wall is likewise painted in bright colors. Love it. Music: on point. How perfect that Chan Chan was playing. The menu is written in pink and blue, and really pops! Everything was very clean, and this place just feels alive!!

I walk to the counter to order the media noche, but before I can, I'm greeted by Juan: an incredibly jovial and warm young man, part of the family who owns the restaurant. ""Hey brotha, how are you? Have you tried our food before?"" He then explains the Cuban/Mexican fusion of the menu and recommends the kitchen sink, which combines everything I was considering. I'm sold! He also recommends their Cafe con leche, which I also order. 

I cannot impress enough through words how friendly and inviting Juan is. He asks my name, tells me his, gets excited when I take his recommendation, and it's not fake customer service, Juan just loves living this dream. That's the stuff that makes repeat customers.

Bill comes to $16.50, which at this point I'm happy to fork over. Juan thanks me so much for coming in and making the trek all the way from Lincoln Park /Lakeview.

Next, Juan makes me this dream of a beverage (the Cafe con leche) and sprinkles cinnamon on top. It's just great. He also asks if I want water for my table, and I get a wine bottle of water and a cup.

As I'm waiting for my sandwich, 12 people come into the restaurant (there were 6, including me, when I arrived... And this is at 3, so off peak hours for sure). Apparently everyone knew about this hot spot but me!

Food comes out: damn. Just DAMN! Juan says ""alright Joe, here is your Kitchen Sink!"" It is a sight for hungry eyes, and is very generous, portion-wise (see photo). After putting down half, I decide against finishing the whole thing, in part because I'm just about full, but also this means I get to eat the other half later, maybe share it with my girlfriend to get her hooked.

Music keeps kicking, great Cuban sound. Juan keeps being genuinely kind and excited with every customer. Cheers erupt when he brings a table of 7 their plantain appetizer.

Juan asks me how everything was, and I can't tell him everything running through my mind... That this is the type of restaurant that transports you to a Utopia when you enter.

I decide to order dessert:  At the counter, Juan starts calling me ""Joe Joe,"" and I realize I'm a part of the family. Juan recommends the guava and goat cheese empanada, and again it didn't disappoint.

People always ask me what my favorite spot in Chicago is, and I reply that I try new spots all the time, so don't have one. This may very well be that place. If my experience on my next trip is anything close to this one, I'll crown Nini's king."
ninis-deli-chicago,Jasmine D.,"GO. This cute little family-owned joint is worth checking out and definitely worth supporting. Encased in pink walls and stamped with a stellar logo, it isn't that hard to miss. You walk in, order, and are then ASSIGNED a seat. (My friend and I were told firmly, but not rudely, to order first--we didn't order right away because she had to take a phone call.) We were greeted at the counter by the owners' son, who was enthralled to tell us about the family business. He told us excitedly about his family's roots and how they were the inspiration for the food. My friend and I split a lot of different menu items. The overall consensus was that everything was good and reasonably priced.

Media Noche ($9): large portions, the flavors were excellent and the crunch and bite of the pickle was fantastic.

Flamin' hot elote ($4): just okay--it wasn't heavily slathered with all the ingredients like your typical street elote and I would've wanted more flamin' hots encrusted onto my corn. Moreover, because I went during the winter, the corn wasn't huge. Not sure if it was worth the $4 price tag.

Sweet empanada ($3.50): perfect little treat. The accompanying sauce wasn't even needed.

Churro ($2.50): small churro drizzled with cajeta. Good, but nothing too special.

Café con leche ($4): Insta-worthy and delicious. 

Hibiscus lemonade ($4): not a huge fan generally, but it was good--not too sweet and not watered down."
ninis-deli-chicago,K J.,"Just go. The food is awesome, a crowd favorite is the ropa vieja (put sriracha on that baby oh my god), but I love the media noche as well! The guava jelly is awesome with the eggs, and the crunchy texture of the bread completes every single bite. 

You'll see a lot of hypebeasts walking into Nini's. Don't be intimidated if you're not wearing street brands or if you've got a different style - Juany and the team will still treat you as hospitable as possible. 

It's pricey for the portion sizes but when I factor in the hospitality, respect, and energy of the place, I'm happy to pay those dollars. 

And yeah they got a pink wall for photos if you're basic like that."
ninis-deli-chicago,Amy H.,"Nicest welcome I have ever received at a restaurant. This neighborhood gem is perfect. Family run and they so obviously care. The chicken empanada is delicious, especially with their homemade cucumber salsa. My daughter loves their El Cubaniti sandwich...vegetarian version. Love their cafe latte, as well. Yum."
ninis-deli-chicago,Sylvia O.,"Juan welcomed me in with his bright smile and enthusiasm.  He asked me if I'd ever dined with them before, and when I said no, he gave me the full history of the shop and recommended certain items on the menu for me based on my dietary restrictions. I got the Cubanito with no cheese and also got the homemade hibiscus lemonade. Cuban music wafts through the speakers and you can't help but tap your feet as you wait for your food to arrive. 

Nini's is the kind of food that after you take the first bite, you are already trying to decide how you can ration the meal so that the whole experience can last as long as possible. I mean, every bite had me wanting to high five someone. Juan also brought over some chipotle mayo and salsa verde for me to add to the sandwich.  I have already been back a second time for their sandwich with guava jelly and mustard, and I will go back again for the churros and whatever else I can get from the menu. Juan even recognized me the second time I went back, which just goes to show how customer focused this place is.

If you go early before 11, there usually isn't a long wait, but there was a line by the time I left at 11, so plan ahead! Get thee to Nini's. You won't regret one bite. The portions are huge!"
ninis-deli-chicago,Julia A.,"My experience was absolute. Juan greeted me upon entry... his entire customer service interaction with me was actually top notch. I tried their media noche sandwich - a perfect combination of breakfast and lunch, which is exactly what I craved at the moment. I'm looking forward to exploring their menu further next time.

P.S. Love the pink wall outside. Such a perfect photo opp!"
ninis-deli-chicago,Kici C.,"ATTENTION IT TEAM: CAN WE GRANT AN HONORARY SIXTH STAR FOR THIS PLACE!? 

Wow. To be quite honest, I'm a bit speechless about my experience at Nini's this afternoon. I was really craving some cafe con leche and found this place on Yelp. First things first, the customer service is felt the moment you walk in the door. Everyone was so warm and friendly it honestly was very refreshing. I wish I could've gotten the cashiers name but he was so friendly and warm that not only did I get the cafe con leche that I came for but I also tried the chicken empanadas and the special of the day which was flaming hot cheetos covered elote. 

Man...everything was amazing. I feel like good customer service amplifies the entire food experience and I can't tell you a single problem I had with my food. Super tasty and super quick. My meal came to about $13 which isn't bad for what I had. I left feeling energized, full and ready to come back for more cafe con leche!!! 

God. If any of the employees of Ninis are reading this: I love you and want you to cater my wedding. Goodness! God bless ya!"
ninis-deli-chicago,Colleen B.,"Oh my gosh...Nini's. I cannot even rave enough about this amazing Cuban deli. My sister lives right down the street, so we decided to give this place a try for lunch.

Firstly, the place is adorable. Very clean inside with great decor. The owner takes all orders and is the most personable person. You can tell he truly loves this place and providing quality food for his customers. The staff even call you personally by name when checking on you throughout your meal. Just top notch service.

My sister and I chose to split the guava and goat cheese empanada. I then ordered the El Cubanito and my sister ordered the Kitchen Sink (combo of their 3 sandwiches). The guava and goat cheese empanada was the perfect crispiness and was served with a side mango sauce. 

In regards to the sandwiches, just WOW. The Cubanito consisted of smoked ham, avocado, egg, cheese, black beans and topped with a sweep plantain. It was grilled to perfection. Truly amazing!! The sandwich is quite large, so I was able to take half home. My sister raved about her sandwich, as well.

Overall, this place is just fabulous. I could eat here every day! Please support this local place in Noble Square!"
ninis-deli-chicago,Amy O.,"This little place is tucked off of a main street. It's been family owned for a while and they keep updating it which is nice. It's colorful inside and has a very ""instagram-able"" wall outside. Food was superb. Drinks were amazing. The owners son is usually there; he's very friendly and genuinely wants to make sure you have a good time. The menu appears to be rotating and it's generally just a few items; which usually means those few will be really good. Overall: a must see."
ninis-deli-chicago,Trisha A.,"Hands down one of my favorite places in Chicago! 

Came here for the pink wall, stayed for Juan and the amazing menu, and currently planning my next visit.

My friends raved about this place and I had to try it for myself. 

When me and K got to the front of the line, Juan probably knew we were first-timers haha. He welcomed us and ran us through the menu, finishing off with the specials. Based on a friend's suggestion (and the delicious description), we both ordered the Ropa Vieja burrito. We also got the tostones, hibiscus lemonade, and mango-pineapple juice topped with strawberries. 

Ropa Vieja- omg wow. So good! The combo was great, especially that egg and cheese part. Drool. 

Tostones- good amount for the price ($3.50). The dipping sauce was also on point. 

Drinks- aesthetically pleasing, sweet (but not too sweet), refreshing. Love! 

Lastly, I had to get the horchata paleta. Damn, that was good. 

Sorry this is not the most detailed review but just go lol. You won't regret it."
